,Parameter Value,Average Separation Ratio,Maximum Separation Ratio,Maximum Radius,Average Number of Different Clusters,Maximum Number of Different Clusters
Unfair Clustering Method,Scr,0.25481003160571264,31.602418697738997,2.2104853693177064,1.8441011235955056,5.0
,Parameter Value,Average Separation Ratio,Maximum Separation Ratio,Average Maximum Radius,Overall Maximum Radius,Average Number of Different Clusters,Maximum Number of Different Clusters
Scale Param 1,0.13815533558235665,0.8280804880348226,5.318687066829465,2.517668935369622,4.393787193758496,1.6352658707865169,2.9643
Scale Param 2,0.5526213423294266,0.6158295036566694,1.798177623901346,3.159999793438608,6.876265745168451,1.4607303370786517,2.1118
Scale Param 3,2.2104853693177064,0.25785931996476646,0.6383688576943267,4.012850388947575,7.237882063198603,1.1751825842696628,1.3388
