,Parameter Value,Average Separation Ratio,Maximum Separation Ratio,Maximum Radius,Average Number of Different Clusters,Maximum Number of Different Clusters
Unfair Clustering Method,Scr,0.21949946567817152,27.98381249593901,1.9573757531548912,1.726123595505618,6.0
,Parameter Value,Average Separation Ratio,Maximum Separation Ratio,Average Maximum Radius,Overall Maximum Radius,Average Number of Different Clusters,Maximum Number of Different Clusters
Scale Param 1,0.1223359845721807,0.6886793853621698,5.311327611729207,2.385213908694644,3.7974635594125536,1.4800518258426967,2.5534
Scale Param 2,0.4893439382887228,0.5356949699509524,1.8879745497260145,3.0357040220335128,6.1524865592243865,1.3541530898876404,1.8182
Scale Param 3,1.9573757531548912,0.24983995384825725,0.6597647025417063,3.9975256830753874,7.237882063198603,1.1501275280898877,1.2809
