,Parameter Value,Average Separation Ratio,Maximum Separation Ratio,Max to Optimal Ratio,Maximum Radius,Average Number of Different Clusters,Maximum Number of Different Clusters
Unfair Clustering Method,Scr,0.3429531125939191,45.0,1.0714285714285714,90.0,1.63,4.0
Unfair Clustering Method,Gonzalez,0.06655730156539152,30.0,1.1785714285714286,99.0,1.1,2.0
Unfair Clustering Method,GonzalezPlus,0.07555934577081921,30.0,1.1666666666666667,98.0,1.14,2.0
,Parameter Value,Average Separation Ratio,Maximum Separation Ratio,Average Max to Opt Radius Ratio,Overall Max to Opt Radius Ratio,Average Maximum Radius,Overall Maximum Radius,Average Number of Different Clusters,Maximum Number of Different Clusters
Scale Param 1,5.625,0.5205234634262035,7.523999999999999,1.2109833333333333,1.7142857142857142,101.7226,144.0,1.3925015,2.3762
Scale Param 2,11.25,0.5538770888295979,4.635,1.27385,2.3214285714285716,107.0034,195.0,1.386266,2.1726
Scale Param 3,22.5,0.4970271279390623,2.448,1.381327380952381,2.3214285714285716,116.0315,195.0,1.3248745,1.904
Scale Param 4,45.0,0.3538377092138658,1.476,1.472257142857143,2.3214285714285716,123.6696,195.0,1.2201165,1.5499
Scale Param 5,90.0,0.21988340089097919,0.8369999999999999,1.4913357142857142,2.3214285714285716,125.2722,195.0,1.130972,1.3063
