,Parameter Value,Average Separation Ratio,Maximum Separation Ratio,Max to Optimal Ratio,Maximum Radius,Average Number of Different Clusters,Maximum Number of Different Clusters
Unfair Clustering Method,Scr,0.3445248411169444,31.0,1.0689655172413792,31.0,1.7942857142857143,6.0
Unfair Clustering Method,Gonzalez,0.21058265726020922,31.0,1.4827586206896552,43.0,1.4942857142857142,4.0
Unfair Clustering Method,GonzalezPlus,0.1032326036015273,31.0,1.2758620689655173,37.0,1.247142857142857,4.0
,Parameter Value,Average Separation Ratio,Maximum Separation Ratio,Average Max to Opt Radius Ratio,Overall Max to Opt Radius Ratio,Average Maximum Radius,Overall Maximum Radius,Average Number of Different Clusters,Maximum Number of Different Clusters
Scale Param 1,1.9375,0.7771522587226211,8.320400000000001,1.3328655172413795,2.0689655172413794,38.6531,60.0,1.6789904285714286,3.328
Scale Param 2,3.875,0.6903977120186102,5.5397,1.4631758620689654,2.4482758620689653,42.4321,71.0,1.584664,2.8
Scale Param 3,7.75,0.5114382354076322,3.1372,1.651448275862069,3.8620689655172415,47.892,112.0,1.4056374285714286,2.0586
Scale Param 4,15.5,0.3303649404907656,1.7453,1.7349,4.275862068965517,50.3121,124.0,1.2452191428571429,1.5808
Scale Param 5,31.0,0.18279833385782104,0.9269000000000001,1.8613241379310346,4.275862068965517,53.9784,124.0,1.1290431428571428,1.3024
