,Parameter Value,Average Separation Ratio,Maximum Separation Ratio,Max to Optimal Ratio,Maximum Radius,Average Number of Different Clusters,Maximum Number of Different Clusters
Unfair Clustering Method,Scr,0.053259918002068765,19.0,1.0555555555555556,19.0,1.2283333333333333,5.0
Unfair Clustering Method,Gonzalez,0.05006249588397261,19.0,1.5555555555555556,28.0,1.2583333333333333,4.0
Unfair Clustering Method,GonzalezPlus,0.0380593989625117,19.0,1.3888888888888888,25.0,1.1783333333333332,4.0
,Parameter Value,Average Separation Ratio,Maximum Separation Ratio,Average Max to Opt Radius Ratio,Overall Max to Opt Radius Ratio,Average Maximum Radius,Overall Maximum Radius,Average Number of Different Clusters,Maximum Number of Different Clusters
Scale Param 1,1.1875,0.9298731654944097,7.227600000000001,1.5942333333333334,2.5555555555555554,28.6962,46.0,1.3250861666666667,3.3084
Scale Param 2,2.375,0.9403434986092963,5.0179,1.835222222222222,3.8333333333333335,33.034,69.0,1.3167566666666666,2.9582
Scale Param 3,4.75,0.8217625877164171,3.1217,2.3829722222222225,4.277777777777778,42.8935,77.0,1.2631593333333333,2.2483
Scale Param 4,9.5,0.5812786115794178,1.8202,3.063172222222222,6.111111111111111,55.1371,110.0,1.1732858333333334,1.6741
Scale Param 5,19.0,0.3456723698208396,0.9899000000000001,3.4112999999999998,6.111111111111111,61.4034,110.0,1.0963271666666667,1.346
